address,name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
"8, G Cross, 20th Main Road, BTM 1st stage, BTM, Bangalore",Chillout,Yes,No,,0,BTM,Cafe,,"Burger, Cafe, Pizza, Fast Food",200,Delivery,Jayanagar
"22, 2nd Main Road, National College Road, 7th Block, Jayanagar, Bangalore",The Airos,Yes,No,4.1/5,130,Jayanagar,Cafe,"Pizza, Pasta, Nachos, Burgers, Sandwich, Tea, Cheese Balls","Cafe, Italian, Pizza",650,Delivery,Jayanagar
"130, 1st Cross, Koramangala 5th Block, Bangalore",Cafe D'hide,Yes,Yes,4.2/5,869,Koramangala 5th Block,Cafe,"Pasta, Coffee, Buffalo Chicken Wings, Caesar Salad, Cheesy Fries, Mojito, Salads","Cafe, American, Continental, Italian",600,Delivery,Jayanagar
"2303, 21st Cross, K R Road, 2nd Stage, Banashankari, Bangalore",Cafe Vivacity,Yes,No,3.8/5,90,Banashankari,Cafe,"Garlic Bread, Burgers, Sandwiches, Pizza, Hot Chocolate Fudge, Waffles, Potato Wedges",Cafe,650,Delivery,Jayanagar
"63/2, 8th Main, 18th Cross, 3rd Block, Jayanagar, Bangalore",Java City,Yes,No,2.5/5,157,Jayanagar,Cafe,"Coffee, Sandwich, Hot Chocolate, Ice Tea, Sandwiches, Chicken Lasagne, Pizza","Cafe, American, Pizza",450,Delivery,Jayanagar
"27th Cross Rd, Banashankari Stage II, Banashankari, Bangalore",Coffee Tindi,Yes,No,3.8/5,75,Banashankari,"Cafe, Quick Bites",,"Cafe, South Indian",200,Delivery,Jayanagar
"476, Opposite BDA Park, KHB Colony, Koramangala 5th Block, Bangalore",Bistro Oui,Yes,Yes,4.1/5,401,Koramangala 5th Block,"Cafe, Bar","Veg Burger, Pork Ribs, Pizza, Chicken Sandwich, Steak, Burgers, Mushroom Soup","Cafe, Continental, Salad, Steak","1,200",Delivery,Jayanagar
"240, 7th cross, 1st Main, Mico Layout, Opposite Sate Bank of India, 2nd Stage, BTM Bangalore",PHEW (Play Hard Eat Wild),Yes,Yes,3.9/5,488,BTM,Cafe,"Noodles, Shawarma, Brownie, Chicken Nachos, Veg Platter, Manchurian, Onion Rings","Continental, Lebanese, Middle Eastern, North Indian, Chinese, BBQ, Cafe",700,Delivery,Jayanagar
"584, 80 Feet Road, 5th Floor, Koramangala 8th Block, Bangalore",TRIGEREATO,Yes,Yes,4.4/5,100,Koramangala 8th Block,Cafe,"Pasta, Salad, Noodles, Mousse, Fries, Mocktails, Pizza","Cafe, Continental, Beverages",700,Delivery,Jayanagar
"767-768, 16th Main Road, MCHS Colony, Stage 2, BTM 2nd Stage, Bangalore",Eatery Have U Been,Yes,No,3.4/5,35,BTM,"Cafe, Quick Bites",,"Cafe, Chinese, Fast Food, Burger, North Indian",500,Delivery,Jayanagar
"615/1, Ground Floor, Janardhan Mansion, 10th C Main, 32nd D Cross, 4th Block, Jayanagar, Bangalore",The Blue Wagon - Kitchen,Yes,No,4.6/5,233,Jayanagar,Cafe,"Pizza, Nachos, Garlic Maggi, Burgers, Cheese Maggi, Cottage Cheese Sandwich, Bruschetta Bites","Cafe, Beverages",400,Delivery,Jayanagar
"203, 1st Main, Koramangala 7th Block, bangalore",Lot Like Crepes,Yes,No,4.6/5,1024,Koramangala 7th Block,"Cafe, Dessert Parlor","Paneer Peri Peri, Pancakes, Fajitas, Sweet Crepe, Peri Peri Chicken, Chicken Breast, Nutella Crepe","Cafe, Desserts, Continental",550,Delivery,Jayanagar
"1318, Near Bangalore Central, 2nd Phase, JP Nagar, Bangalore",D View Cafe,Yes,No,4.0/5,510,JP Nagar,"Cafe, Quick Bites","Chicken Lollipop, Dragon Rolls, Pasta Alfredo, Chicken Pakora, Burgers, Cappuccino, Chicken Wings","Cafe, Italian, Chinese, Beverages","1,000",Delivery,Jayanagar
"23, Kanakapura Road, Near SRS Petrol Pump, Lalbagh West Gate, Basavanagudi, Bangalore",Cafe Aira,Yes,No,4.1/5,216,Basavanagudi,Cafe,"Pasta, Nachos, Jalapeno Poppers, Burrito Bowl, Ferrero Rocher Shake, Falafal Sandwich, Banana Waffles","Cafe, Continental, Beverages, Desserts",500,Delivery,Jayanagar
"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore",A Hole Lotta Love Cafe,Yes,No,4.4/5,2862,Koramangala 5th Block,Cafe,"Burgers, Waffles, Pancakes, Chicken Lasagne, English Breakfast, Sandwiches, Pasta","Cafe, American, Burger, Sandwich, Beverages",600,,
"138, 6th C Main Road, 4th Block, Jayanagar, Bangalore",Cafe Terra,Yes,No,NEW,0,Jayanagar,Cafe,,"Cafe, Continental",700,Delivery,Jayanagar
"12, 10th B Main, 31st Cross Road, 4th Block, Jayanagar, Bangalore",Krazzy Folds,Yes,Yes,4.3/5,1908,Jayanagar,Cafe,"Pasta, Tacos, Macaroni, Panna Cotta, Salads, Spaghetti, Churros","Cafe, Continental, Sandwich, Beverages",800,,
"524, 10th Main, 4th Block, Jayanagar, Bangalore",4th Tea Block,No,No,4.0/5,62,Jayanagar,Cafe,"Rose Tea, Hibiscus Tea, Masala Chai, Ginger Tea",Cafe,150,Delivery,Jayanagar
"30, SG Palya Main Road, Madiwala, BTM, Bangalore",Cafe 221B,Yes,Yes,3.7/5,49,BTM,Cafe,,"Cafe, Beverages",300,Delivery,Jayanagar
"Opposite Andhra Bank, Ashoka Pillar Main Road, 2nd Block, Jayanagar, Bangalore",Cuppa,No,No,3.2/5,59,Jayanagar,"Cafe, Casual Dining","Coffee, Sandwich","Cafe, Fast Food",550,Delivery,Jayanagar
"3rd Floor, Salarpuriya Tower - II, Near Forum Mall, Koramangala 7th Block, Bangalore",The Vacationer's Cafe,Yes,No,4.1/5,306,Koramangala 7th Block,Cafe,"Nachos, Fries, Pasta, Sizzler Brownie, Masala Chai, Pizza, Burgers","Cafe, Continental, Mexican",600,Delivery,Jayanagar
"63, 1st Floor, Kanakapura Road, Basavanagudi, Bangalore",1980s Games Cafe,Yes,No,3.4/5,58,Basavanagudi,Cafe,"Maggi, Pasta, Burgers, Sandwiches, Fries","Cafe, Fast Food",400,Delivery,Jayanagar
"13-A, 32nd Cross, 7th Block, Jayanagar, Bangalore",Rustic Treats,No,No,3.3/5,4,Jayanagar,"Quick Bites, Cafe",,"Street Food, Cafe",400,Delivery,Jayanagar
"80, 2nd Main,1st Cross, 2nd Stage, BTM, Bangalore",Brewz Coffee,Yes,No,3.0/5,61,BTM,Cafe,"Coffee, Sandwiches, Cappuccino",Cafe,650,Delivery,Jayanagar
"12/3 JR Complex, Opposite Traffic Police Station, Nanjappa Layout, Koramangala 5th Block, Bangalore",Cafemoto,Yes,No,4.0/5,201,Koramangala 5th Block,Cafe,"Burgers, Chicken Burger, Beef Burger, Mojito, Tea, French Fries, White Sauce Pasta","Cafe, Continental, Italian, Burger",800,Delivery,Jayanagar
"1092, Murudewar Building,4th Floor,Opposite Mega Mart,9th Block, Jayanagar, Bangalore",Restro Cafe,Yes,No,3.8/5,30,Jayanagar,Cafe,,Cafe,400,Delivery,Jayanagar
"3, 60 Feet Road, 1st Cross Road, Koramangala 5th Block, Bangalore",Bun Town,Yes,No,3.8/5,22,Koramangala 5th Block,Cafe,,"Cafe, Bakery",500,Delivery,Jayanagar
"54/7, Old no 54, 30th Cross B, Main Road, Corp Layout, Jayanagar, Bangalore",Brews N Bites,Yes,No,2.9/5,62,Jayanagar,"Quick Bites, Cafe","Coffee, Cappuccino","Chinese, Fast Food, Cafe",650,Delivery,Jayanagar
"30, Surveyor Street, DVG Road, Basavanagudi, Bangalore",Redberrys,Yes,No,4.0/5,219,Basavanagudi,Cafe,"Pizza, Fries, Anjeer Ice Cream, Sandwiches, Gelato, Burgers, Kesar Badam","Cafe, Italian",600,Delivery,Jayanagar
"20/1, Husna's Paradise, 1st Floor, KHB Colony, Koramangala 5th Block, Bangalore",Billionaires Cafe,No,No,3.8/5,47,Koramangala 5th Block,Cafe,Friendly Staff,"Cafe, Italian",600,Delivery,Jayanagar
"71/72, The Elite, 5th Block, Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",Dice N Dine,Yes,Yes,4.3/5,1805,Koramangala 5th Block,"Casual Dining, Cafe","Lasagne, Tiramisu, Virgin Mojito, Chicken Popcorn, Mocktails, Club Chicken Sandwich, Nachos","Continental, Cafe, Italian, Fast Food, Steak",900,,
"Ground Floor, 343, 1st B Main, Koramangala 7th Block, Bangalore",Maxpresso,Yes,No,4.1/5,323,Koramangala 7th Block,Cafe,"Burgers, Coffee, Waffles, Mocktails, Pasta, Brownie Chocolate, Chicken Salami","Cafe, American, Italian, Beverages",700,Delivery,Jayanagar
"27/4, Outer Ring Road, 2nd Stage, BTM, Bangalore",Cafe Fattoush,Yes,No,3.8/5,24,BTM,Cafe,,"Cafe, Lebanese",700,Delivery,Jayanagar
"296, Ground Floor, 5th Phase, 100 ft Outer Ring Road, JP Nagar, Bangalore",The Cravery,Yes,No,2.6/5,18,JP Nagar,Cafe,,Cafe,500,Delivery,Jayanagar
"226, Someshwara Temple Road, 1st Cross, Koramangala 7th Block",Breaktime Brew,Yes,No,3.7/5,24,Koramangala 7th Block,Cafe,,Cafe,550,Delivery,Jayanagar
"N17, 24th Main Road, 6th Phase, JP Nagar, Bangalore",Dr. Sheesha,No,Yes,4.1/5,1453,JP Nagar,Cafe,"Mocktails, Pizza, Pasta Alfredo, Burgers, Nachos, Exotic Garlic Bread, Milk Shake","Cafe, Chinese, Continental, Italian",800,Delivery,Jayanagar
"4, 1st Cross, Christ School Road, Bhavani Layout, Bannerghatta Road, Bangalore",Cafe Arabica,No,No,3.8/5,69,Bannerghatta Road,"Cafe, Bakery","Coffee, French Fries, Lemon Tea, Veg Sandwich","Cafe, Bakery",700,Delivery,Jayanagar
"B/1, Beside Airtel Office, Ground Floor, KEB Colony, Bannerghatta Road, Bengaluru",Wellness Cafe,No,No,,0,Bannerghatta Road,Cafe,,"Cafe, Healthy Food",400,Delivery,Jayanagar
"8, 1st Main Road, Brindavan Nagar, Tavarekere, Koramangala 1st Block, Bangalore",Smack Cafe,No,No,,0,Koramangala 1st Block,Cafe,,Cafe,400,Delivery,Jayanagar
"18, 3rd Floor, 2nd Cross, NS Palya, Industrial Layout, BTM, Bangalore",Hearts Unlock Cafe,No,No,3.2/5,11,BTM,Cafe,,"Cafe, Healthy Food",500,Delivery,Jayanagar
"142, 8th Cross Road, Venkateshwara Layout, SG Palya, BTM, Bangalore",Cafe Hush,No,No,3.6/5,22,BTM,Cafe,,"Cafe, Fast Food",500,Delivery,Jayanagar
"120, 1st Main Road, SG Palya, Near Christ University, BTM, Bangalore",The 90s Hash House,No,No,3.8/5,63,BTM,Cafe,"Burgers, Pasta, Hot Chocolate, Caramel Coffee",Cafe,500,Delivery,Jayanagar
"36, Jaya Bheema Nagar, Layout 1, BTM, Bangalore",La Passion Cafe,Yes,No,,0,BTM,Cafe,,Cafe,500,Delivery,Jayanagar
"36, Jaya Bheema Nagar, Layout 1, BTM, Bangalore",La Passion Cafe,Yes,No,,0,BTM,Cafe,,Cafe,500,Delivery,Jayanagar
"18, 7th Main Road, NS Palya, Stage 2, BTM, Bangalore",Insta Cafe,Yes,No,2.9/5,7,BTM,Cafe,,"Cafe, Continental, Pizza, Italian, Beverages",400,Delivery,Jayanagar
"183/16, 5th Main Road, 4th Block, Jayanagar, Bengaluru",Tea Villa Cafe,No,Yes,4.2/5,657,Jayanagar,"Cafe, Casual Dining","Tea, Waffles, Coffee, Nutella Waffle, Wedges, Pizza, Pasta","Cafe, Continental, Mediterranean, Italian, Desserts",800,,
"Opposite Vijaya Junior College, 14th Main, 30th Cross, Jayanagar, Bangalore",The Caramelts Cafe,No,No,4.1/5,227,Jayanagar,Cafe,"Burgers, Coffee, Pasta, Peri Peri Fries, Kit Kat Shake, Nachos, Paneer Tikka Pizza","Cafe, Salad, Wraps, Beverages",800,Desserts,Jayanagar
"Ground floor, Eight-O-Four Avenue, 9th main road, 4th block, Jayanagar, Bangalore",Starbucks,No,No,4.1/5,109,Jayanagar,Cafe,Coffee,"Cafe, Desserts",700,Desserts,Jayanagar
"28, Pattalamma Temple Road, 2nd Block, Jayanagar, Bangalore",The Studio Cafe,No,No,3.8/5,20,Jayanagar,Cafe,,"Cafe, Beverages",400,Desserts,Jayanagar
"1478/1, 18th Main, 40th Cross, 4th T Block, Jayanagar, Bangalore",Tummy Fuel,Yes,No,4.2/5,450,Jayanagar,Cafe,"Sandwiches, Salads, Panipuri, Gol Gappe, Pizza Sandwich, Cheesy Pizza, Pancakes","Cafe, Beverages, Fast Food",400,Desserts,Jayanagar
"1481, New 23, South End, 9th Block, Jayanagar, Bangalore",Cafe Coffee Day,No,No,3.5/5,7,Jayanagar,Cafe,,"Cafe, Fast Food",900,Desserts,Jayanagar
"5th Cross Road, Dollar Layout, 3rd Phase, JP Nagar, Bangalore",Slate Cafe,Yes,No,4.1/5,55,JP Nagar,Cafe,"Pasta, Sandwiches, Pizza","Cafe, Sandwich, Burger",600,Desserts,Jayanagar
"1304, 1st Floor, 9th Cross, 20th Main, 2nd Phase, JP Nagar, Bangalore",Crafted Plate,Yes,Yes,4.2/5,239,JP Nagar,"Casual Dining, Cafe","Burgers, Egg Salad, Pasta, Pancakes, Lasagne, Pizza, Lime Soda","Cafe, Asian, Burger, Continental, Italian, Salad",600,Desserts,Jayanagar
"24th Main, 2nd Cross, 2nd Phase, JP Nagar, Bangalore",Pancuzzi,Yes,No,4.2/5,171,JP Nagar,Cafe,"Waffles, Burgers, Masala Fries, Crunchy Veg Burger, Tiramisu, Chocolate Pancakes, Oreo Shake","Cafe, Beverages, Desserts",600,Desserts,Jayanagar
"8, 15th Main, 5th Phase, JP Nagar, Bangalore",TAB - Take A Break,No,No,4.1/5,523,JP Nagar,Cafe,"Pizza, Salads, Pasta, Sandwiches, Veg Quiche, Coffee, Tea","Cafe, Continental, Italian",550,Desserts,Jayanagar
"405, 24th Cross, 9th Main, 2nd Stage, Banashankari, Bangalore",Kirthi's Biryani,Yes,No,3.8/5,145,Banashankari,Cafe,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails","Chinese, Cafe, Italian",700,Desserts,Jayanagar
"458, 2nd Main Road, Mico Layout, Stage 1, BTM, Bangalore",Bun Town,Yes,No,4.0/5,204,BTM,"Cafe, Bakery","Tea, Chocolate Muffin, Veg Burger, Coffee, Burgers, Brownie, Donut","Cafe, Bakery",500,Desserts,Jayanagar
"4, 1st Cross, Christ School Road, Bhavani Layout, Bannerghatta Road, Bangalore",Cafe Arabica,No,No,3.8/5,69,Bannerghatta Road,"Cafe, Bakery","Coffee, French Fries, Lemon Tea, Veg Sandwich","Cafe, Bakery",700,Desserts,Jayanagar
"8, 1st Main Road, Brindavan Nagar, Tavarekere, Koramangala 1st Block, Bangalore",Smack Cafe,No,No,,0,Koramangala 1st Block,Cafe,,Cafe,400,Desserts,Jayanagar
"1309, 9th Cross, 1st Phase, JP Nagar, Bangalore","Malnad Blossom, Coffee & Cream",No,No,3.8/5,33,JP Nagar,Cafe,,Cafe,300,Desserts,Jayanagar
"Shop 422, 13th Cross Road, Lakkasandra Extension, Wilson Garden, Bengalore",Shivaay's Cafe,No,No,NEW,0,Wilson Garden,"Cafe, Dessert Parlor",,"Cafe, Desserts, Fast Food",400,Desserts,Jayanagar
"64, 10th Main Road, 5th Block, Jayanagar, Bangalore",Go Native,Yes,Yes,4.3 /5,1268,Jayanagar,"Casual Dining, Cafe","Mushroom Soup, Salads, Halwa, Thali, Salad, Millet Pizza, Misal Pav","Healthy Food, Cafe, Beverages",800,,
"51 Ground Floor, 5th Main Road, 36th Cross Road, 5th Block, Jayanagar, Bangalore",Alchemy Coffee Roasters,No,No,4.2 /5,714,Jayanagar,Cafe,"Coffee, Fries, Sandwich, Pizza, Pancakes, Pasta, Hot Chocolate",Cafe,500,,
"16/33, 11th Main, 4th Block, Geetha Colony, Jayanagar, Bangalore",Rooftop Cafe,Yes,No,4.1 /5,803,Jayanagar,Cafe,"Pizza, Nachos, Rolls, Veggie Roll, Sandwiches, Burgers, Mango Shake","Cafe, Fast Food, Beverages",400,Dine-out,Jayanagar
"5, Diagonal Road, 3rd Block, 1st Floor, Jayanagar, Bangalore",Fabcafe,No,Yes,3.8 /5,11,Jayanagar,Cafe,,"Cafe, Healthy Food",800,Dine-out,Jayanagar
"Shop 547, 32nd C Cross, 9th Main, 4th Block, Jayanagar, Bangalore",Enerjuvate Studio & Cafe,Yes,Yes,4.2 /5,743,Jayanagar,Cafe,"Pizza, Vegetarian, Nachos, Momo Platter, Momos, Salsa, Salad","Cafe, Continental, Beverages, Healthy Food, Desserts, Sandwich, Pizza, Salad",800,Dine-out,Jayanagar
"Opposite Vijaya Junior College, 14th Main, 30th Cross, Jayanagar, Bangalore",The Caramelts Cafe,No,No,4.1 /5,227,Jayanagar,Cafe,"Burgers, Coffee, Pasta, Peri Peri Fries, Kit Kat Shake, Nachos, Paneer Tikka Pizza","Cafe, Salad, Wraps, Beverages",800,,
"433/3/1, 4th Floor, 28th Cross, 10th Main, 4th Block, Jayanagar, Bangalore",Cafe Cosy,No,Yes,4.2 /5,117,Jayanagar,Cafe,"Pasta, Pizza, Mocktails, Jalapeno Poppers","Cafe, Chinese, Continental, Fast Food",800,Dine-out,Jayanagar
"34/1, 1st Cross, 6th Main, 4th Block, Jayanagar, Bangalore",SlimSins Cafe,No,No,4.1 /5,715,Jayanagar,Cafe,"Hummus Platter, Juicy Lamb Burger, Salmon Steak, Mousse, Pasta, Pizza, Sweet Potato Fries","Cafe, Healthy Food",850,,
"Shop 66/1, 4th Block, Near Maiys Hotel, 33rd Cross Road, Jayanagar, Bangalore",Cafe Ajfan,Yes,No,4.2 /5,268,Jayanagar,Cafe,"Sandwiches, Pasta, Cobb Salad, Pizza, Burgers, Calzone, Fries","Cafe, Continental, Beverages",700,,
"12, 10th B Main, 31st Cross Road, 4th Block, Jayanagar, Bangalore",Krazzy Folds,Yes,Yes,4.2 /5,1919,Jayanagar,Cafe,"Pasta, Tacos, Macaroni, Panna Cotta, Salads, Spaghetti, Churros","Cafe, Continental, Sandwich, Beverages",800,Dine-out,Jayanagar
"615/1, Ground Floor, Janardhan Mansion, 10th C Main, 32nd D Cross, 4th Block, Jayanagar, Bangalore",The Blue Wagon - Kitchen,Yes,No,4.6 /5,256,Jayanagar,Cafe,"Pizza, Cup Cake, Nachos, Burgers, Garlic Maggi, Cheese Maggi, Sandwich","Cafe, Beverages",400,Dine-out,Jayanagar
"22, 2nd Main Road, National College Road, 7th Block, Jayanagar, Bangalore",The Airos,Yes,No,,131,Jayanagar,Cafe,"Pizza, Pasta, Nachos, Burgers, Sandwich, Tea, Cheese Balls","Cafe, Italian, Pizza",650,Dine-out,Jayanagar
"Ground floor, Eight-O-Four Avenue, 9th main road, 4th block, Jayanagar, Bangalore",Starbucks,No,No,4.1 /5,110,Jayanagar,Cafe,Coffee,"Cafe, Desserts",700,Dine-out,Jayanagar
"23, 3rd Floor, 26th Main Road, Opposite Ragigudda Arch, 9th Block Jayanagar, Bangalore",Willys Top Cafe,Yes,No,4.0 /5,310,Jayanagar,Cafe,"Coffee Shake, Pasta, Buffalo Wings, Sandwich, Chicken Wings, Burgers, Fries","Cafe, Continental, Asian",750,Dine-out,Jayanagar
"1092, Murudewar Building,4th Floor,Opposite Mega Mart,9th Block, Jayanagar, Bangalore",Restro Cafe,Yes,No,3.8 /5,30,Jayanagar,Cafe,,Cafe,400,Dine-out,Jayanagar
"138, 6th C Main Road, 4th Block, Jayanagar, Bangalore",Cafe Terra,Yes,No,,0,Jayanagar,Cafe,,"Cafe, Continental",700,Dine-out,Jayanagar
"321, 36th A Cross, 7th Main, 5th Block, Jayanagar, Bangalore",La Grande Cafe,No,No,3.8 /5,46,Jayanagar,Cafe,"Coffee, Hot Chocolate, Cappuccino, Ice Tea, Corn Balls",Cafe,400,Dine-out,Jayanagar
"671,45th Cross, 8th Block, Near Metro Pillar EP 22, Jayanagar, Bangalore",Cross Road Cafe,Yes,No,3.9 /5,91,Jayanagar,Cafe,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali","Cafe, Fast Food, Chinese",300,Dine-out,Jayanagar
"1478/1, 18th Main, 40th Cross, 4th T Block, Jayanagar, Bangalore",Tummy Fuel,Yes,No,4.1 /5,450,Jayanagar,Cafe,"Sandwiches, Salads, Panipuri, Gol Gappe, Pizza Sandwich, Cheesy Pizza, Pancakes","Cafe, Beverages, Fast Food",400,Dine-out,Jayanagar
"2, Old 36, 8th F Main, 3rd Block, Jayanagar, Bangalore",Grazers,Yes,Yes,3.9 /5,297,Jayanagar,Cafe,"Burgers, Panneer Butter Masala, Pasta, Hot Dog, Fries, Cheesy Pizza, Potato Wedges","Cafe, Burger, Continental, Italian, Desserts",650,Dine-out,Jayanagar
"1339/5, 1st Floor, 41st Cross, 22nd Main, Jayanagar, Bangalore",Mug N Bean,Yes,No,3.9 /5,247,Jayanagar,Cafe,"Maggi, Pasta, Burgers, Grilled Sandwich, Latte, French Fries","Cafe, Continental, Italian, Burger",400,,
"586/51, 10th Cross, 7th Block, Jayanagar, Bangalore (Opp: Nethradhama Eye Hospital)",Brew Bakes,No,No,3.4 /5,13,Jayanagar,Cafe,,"Cafe, Continental, Italian",550,Dine-out,Jayanagar
"63/2, 8th Main, 18th Cross, 3rd Block, Jayanagar, Bangalore",Java City,Yes,No,2.5 /5,157,Jayanagar,Cafe,"Coffee, Sandwich, Hot Chocolate, Ice Tea, Sandwiches, Chicken Lasagne, Pizza","Cafe, American, Pizza",450,Dine-out,Jayanagar
"T Mariappa Road, Near Madhavan Park, 1st Block, Jayanagar, Bangalore",Cafe Coffee Day,No,No,3.5 /5,20,Jayanagar,Cafe,,"Cafe, Fast Food",900,Dine-out,Jayanagar
"692, 12th Cross Road, Near Nethradhama, Jayanagar, Bangalore",People Tree Cafe,No,No,,167,Jayanagar,Cafe,"Chocolate Shake, Nachos, Babycorn Manchurian, Cheese Maggi, French Fries, Tea, Oreo Shake","Cafe, Fast Food, Beverages",400,Dine-out,Jayanagar
"54/7, Old no 54, 30th Cross B, Main Road, Corp Layout, Jayanagar, Bangalore",Brews N Bites,Yes,No,3.0 /5,62,Jayanagar,"Quick Bites, Cafe","Coffee, Cappuccino","Chinese, Fast Food, Cafe",650,Dine-out,Jayanagar
"13-A, 32nd Cross, 7th Block, Jayanagar, Bangalore",Rustic Treats,No,No,,4,Jayanagar,"Quick Bites, Cafe",,"Street Food, Cafe",400,Dine-out,Jayanagar
"N17, 24th Main Road, 6th Phase, JP Nagar, Bangalore",Dr. Sheesha,No,Yes,4.2 /5,1466,JP Nagar,Cafe,"Mocktails, Pizza, Pasta Alfredo, Burgers, Nachos, Exotic Garlic Bread, Momos","Cafe, Chinese, Continental, Italian",800,Dine-out,Jayanagar
"783, Outer Ring Road, Nagarjun Enclave, 1st Phase, JP Nagar, Bangalore",Skyline Pizzeria,No,No,4.0 /5,769,JP Nagar,"Cafe, Bakery","Pizza, Pasta, Mocktails, Pink Lemonade, Sandwiches, Mojito, Nachos","Cafe, Bakery, Italian",600,Dine-out,Jayanagar
"941, 3rd FLOOR, 21st Main, 22nd Cross, Banashankari 2nd stage, Opposite to BDA complex, Banashankari",Cafe Shuffle,Yes,Yes,,155,Banashankari,Cafe,"Mocktails, Peri Fries, Lasagne, Pizza, Chicken Bbq Wings, Virgin Mojito, Nachos","Cafe, Italian, Continental",600,Dine-out,Jayanagar
"1318, Near Bangalore Central, 2nd Phase, JP Nagar, Bangalore",D View Cafe,Yes,No,4.0 /5,509,JP Nagar,"Cafe, Quick Bites","Chicken Lollipop, Dragon Rolls, Pasta Alfredo, Chicken Pakora, Burgers, Cappuccino, Chicken Wings","Cafe, Italian, Chinese, Beverages","1,000",Dine-out,Jayanagar
"1304, 1st Floor, 9th Cross, 20th Main, 2nd Phase, JP Nagar, Bangalore",Crafted Plate,Yes,Yes,4.2 /5,240,JP Nagar,"Casual Dining, Cafe","Burgers, Egg Salad, Pasta, Pancakes, Lasagne, Pizza, Lime Soda","Cafe, Asian, Burger, Continental, Italian, Salad",600,Dine-out,Jayanagar
"294, 4th Floor, 7th Main, 7th Cross, Mico Employees Griha Nirmana Sangha Layout, 2nd Stage, BTM, Bangalore",Ruh's Cafe,Yes,No,4.1 /5,465,BTM,Cafe,"Coffee, Pasta, Basil Pesto Chicken, Exotic Veg Pizza, Basil Soup, Nachos, Chicken Sizzler","Cafe, American, Italian, Continental, Chinese",500,Dine-out,Jayanagar
"Site 15, 15th Cross, 100 Feet Road, 4th Phase, JP Nagar, Bangalore",Onesta,Yes,Yes,4.3 /5,4421,JP Nagar,"Casual Dining, Cafe","Chicken Alfredo Pizza, Coffee Mousse, Chicken Calzone, Banana Smoothie, Butter Chicken Pizza, Chocolate Pizza, Chicken Tikka Pizza","Pizza, Cafe, Italian",600,Dine-out,Jayanagar
"2303, 21st Cross, K R Road, 2nd Stage, Banashankari, Bangalore",Cafe Vivacity,Yes,No,3.8 /5,91,Banashankari,Cafe,"Garlic Bread, Burgers, Sandwiches, Pizza, Hot Chocolate Fudge, Waffles, Potato Wedges",Cafe,650,Dine-out,Jayanagar
"Amoolya, 1st Floor, 24th Main, 6th Phase, JP Nagar, Bangalore",Crave Bit Cafe,No,No,3.7 /5,0,JP Nagar,Cafe,,Cafe,600,Dine-out,Jayanagar
"8, 15th Main, 5th Phase, JP Nagar, Bangalore",TAB - Take A Break,No,No,4.1 /5,523,JP Nagar,Cafe,"Pizza, Salads, Pasta, Sandwiches, Veg Quiche, Coffee, Tea","Cafe, Continental, Italian",550,Dine-out,Jayanagar
"3, Christ School Main Road, Bharathi Layout, SG Palya, BTM, Bangalore",Black Cup Cafe,Yes,No,3.7 /5,28,BTM,Cafe,,"Cafe, Fast Food, Beverages",400,Dine-out,Jayanagar
"405, 24th Cross, 9th Main, 2nd Stage, Banashankari, Bangalore",Kirthi's Biryani,Yes,No,3.8 /5,146,Banashankari,Cafe,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails","Chinese, Cafe, Italian",700,Dine-out,Jayanagar
"2/2, Pattalamma Gudi Street, Armugam Circle, Near South End Circle, Basavanagudi, Bangalore",Cafe Mondo,Yes,No,3.7 /5,513,Basavanagudi,Cafe,"Pizza, Pasta Alfredo, Brownie, Garlic Bread, Sandwiches, Lemon Mojito, Mocha Fudge","Cafe, Italian, Beverages",600,,
"4, 1st Cross, Christ School Road, Bhavani Layout, Bannerghatta Road, Bangalore",Cafe Arabica,No,No,3.8 /5,69,Bannerghatta Road,"Cafe, Bakery","Coffee, French Fries, Lemon Tea, Veg Sandwich","Cafe, Bakery, Arabian, Fast Food",700,Dine-out,Jayanagar
"268, 6th Main, 2nd Stage, BTM, Bangalore",On The Nose,Yes,No,3.8 /5,616,BTM,Cafe,"Pasta, Sandwiches, Peppy Paneer Pizza, Sandwich, Thick Shakes, Onion Rings, Tomato Soup","Cafe, Italian, Mexican, Chinese",600,Dine-out,Jayanagar
"80, 2nd Main,1st Cross, 2nd Stage, BTM, Bangalore",Brewz Coffee,Yes,No,3.0 /5,61,BTM,Cafe,"Coffee, Sandwiches, Cappuccino",Cafe,650,Dine-out,Jayanagar
"10/3, Shamanna Garden, 22nd Main Rd, Phase 5, JP Nagar, Bangalore",Brew Point,No,No,,10,JP Nagar,Cafe,,"Cafe, American, Burger, Sandwich, Fast Food",,Dine-out,Jayanagar
